theme,symbol,description,close,today,1w,1m,3m,6m,ytd
GLP-1,NVS,Novartis AG,145.46,1.32,3.26,-8.17,-5.13,-3.03,5.19
GLP-1,REGN,"Regeneron Pharmaceuticals, Inc.",788.04,-1.0,0.09,-4.8,26.36,4.15,1.78
Medical Devices,ISRG,"Intuitive Surgical, Inc.",405.18,1.42,6.2,9.96,1.43,-12.94,-28.51
Medical Devices,SYK,Stryker Corporation,272.36,0.97,-2.04,-17.25,-14.28,-18.12,-22.47
Medical Devices,BSX,Boston Scientific Corporation,43.92,-1.7,1.95,-6.55,-1.08,-37.28,-54.12
Medical Devices,MDT,Medtronic plc.,88.64,0.15,-3.94,-2.68,11.02,1.51,-7.71
Medical Devices,EW,Edwards Lifesciences Corporation,86.29,0.65,-1.98,-4.43,-4.45,5.49,0.97
Medical Devices,ABT,Abbott Laboratories,101.29,0.22,-0.53,-12.23,7.92,-3.44,-18.77
Medical Devices,ZBH,"Zimmer Biomet Holdings, Inc.",91.04,1.51,-3.19,-8.52,-0.4,2.07,1.19
Medical Devices,DXCM,"DexCom, Inc.",86.62,-0.97,-1.37,-1.76,26.57,31.42,30.0
Medical Devices,PODD,Insulet Corporation,136.13,0.26,-3.62,-3.64,-11.86,-37.22,-52.31
Medical Devices,INSP,"Inspire Medical Systems, Inc.",70.5,2.46,-2.48,17.36,62.86,40.72,-23.81
Medical Devices,RMD,ResMed Inc.,222.0,0.05,-2.72,-4.99,11.26,-0.23,-8.17
Medical Devices,COO,"The Cooper Companies, Inc.",55.38,0.0,1.62,-23.74,-20.29,-22.45,-32.54
Radiopharma,LNTH,"Lantheus Holdings, Inc.",99.74,0.02,-1.04,-1.0,-8.08,30.72,49.31
Radiopharma,LLY,Eli Lilly and Company,1183.46,0.13,2.91,-4.1,4.84,32.08,9.95
Radiopharma,NVS,Novartis AG,145.46,1.32,3.26,-8.17,-5.13,-3.03,5.19
Radiopharma,AZN,AstraZeneca PLC,166.58,1.23,-0.34,-0.53,-9.6,-12.73,-9.99
Radiopharma,TLX,Telix Pharmaceuticals Limited,11.45,1.24,-10.05,1.69,7.31,24.73,51.25
Radiopharma,GEHC,GE HealthCare Technologies Inc.,66.63,0.38,3.69,-9.67,2.21,-6.26,-19.31
Nuclear Power,CEG,Constellation Energy Corporation,263.27,0.63,1.16,-5.37,-0.75,-11.03,-26.46
Nuclear Power,VST,Vistra Corp.,138.46,0.38,-3.44,-0.67,-16.52,-8.76,-15.52
Nuclear Power,TLN,Talen Energy Corporation,304.42,1.47,3.61,-1.56,-25.68,-5.48,-20.12
Nuclear Power,NRG,"NRG Energy, Inc.",100.37,2.58,-5.06,-11.95,-30.87,-31.39,-37.88
Nuclear Power,EXC,Exelon Corporation,40.34,0.35,-5.12,-8.58,-14.61,-16.79,-7.39
Nuclear Power,DUK,Duke Energy Corporation (Holding Company),113.35,0.11,-3.88,-6.78,-11.34,-12.5,-3.27
Nuclear Power,SO,Southern Company (The),82.88,-0.01,-4.0,-7.83,-14.24,-13.29,-4.92
Nuclear Power,PEG,Public Service Enterprise Group Incorporated,67.02,0.69,-4.69,-8.77,-19.37,-16.83,-17.04
Nuclear Power,ETR,Entergy Corporation,98.57,0.42,-4.41,-7.37,-14.97,-7.06,6.48
Nuclear Power,BWXT,"BWX Technologies, Inc.",138.47,-0.15,-5.46,-8.26,-30.77,-31.72,-20.66
Independent Power,VST,Vistra Corp.,138.46,0.38,-3.44,-0.67,-16.52,-8.76,-15.52
Independent Power,NRG,"NRG Energy, Inc.",100.37,2.58,-5.06,-11.95,-30.87,-31.39,-37.88
Independent Power,TLN,Talen Energy Corporation,304.42,1.47,3.61,-1.56,-25.68,-5.48,-20.12
Independent Power,AES,The AES Corporation,14.87,0.13,0.0,0.95,1.5,5.99,2.48
Independent Power,CEG,Constellation Energy Corporation,263.27,0.63,1.16,-5.37,-0.75,-11.03,-26.46
Independent Power,CWEN,"Clearway Energy, Inc.",29.77,1.99,-3.44,-8.46,-18.86,-23.73,-11.24
Advanced Nuclear,OKLO,Oklo Inc.,38.04,-0.65,-4.66,-15.45,-23.92,-26.16,-48.59
Advanced Nuclear,SMR,NuScale Power Corporation,8.42,-0.59,-7.17,-14.52,-13.82,-21.75,-42.17
Advanced Nuclear,NNE,Nano Nuclear Energy Inc.,16.99,-0.18,0.41,-11.14,-15.26,-18.08,-32.45
Advanced Nuclear,LEU,Centrus Energy Corp.,147.07,-0.17,-2.41,-23.85,-11.73,-22.19,-40.66
Uranium,CCJ,Cameco Corporation,88.07,-0.06,-6.49,-17.74,-14.09,-14.3,-5.3
Uranium,UEC,Uranium Energy Corp.,9.41,-0.63,-8.82,-29.93,-9.08,-26.54,-21.26
Uranium,UUUU,Energy Fuels Inc,11.35,0.27,-7.04,-29.55,-19.96,-34.73,-22.58
Uranium,DNN,Denison Mines Corp,2.65,0.76,-9.56,-29.14,-13.11,-20.9,-3.28
Uranium,NXE,Nexgen Energy Ltd.,9.19,-0.86,-3.87,-17.43,-3.77,-14.99,-2.65
Uranium,LEU,Centrus Energy Corp.,147.07,-0.17,-2.41,-23.85,-11.73,-22.19,-40.66
Uranium,URG,Ur Energy Inc,1.13,0.0,-8.13,-25.66,-12.4,-18.71,-19.29
Uranium,EU,enCore Energy Corp.,1.24,1.64,26.52,-10.79,-6.77,-29.55,-50.99
Grid Equipment,ETN,"Eaton Corporation, PLC",439.98,-0.0,6.93,6.8,7.17,23.39,36.13
Grid Equipment,HUBB,Hubbell Inc,466.62,0.16,5.12,0.1,-11.22,-2.41,4.22
Grid Equipment,PWR,"Quanta Services, Inc.",649.13,0.87,5.1,5.9,-8.06,18.3,52.75
Grid Equipment,GEV,GE Vernova Inc.,957.63,0.27,2.42,3.54,-8.73,10.38,44.83
Grid Equipment,VRT,"Vertiv Holdings, LLC",253.28,3.25,2.88,-1.3,-19.34,1.33,49.46
Grid Equipment,EME,"EMCOR Group, Inc.",762.21,1.36,4.25,2.56,-9.33,5.01,23.64
Grid Equipment,FIX,"Comfort Systems USA, Inc.",1658.91,0.94,4.15,5.99,-15.23,21.43,76.78
Grid Equipment,MYRG,"MYR Group, Inc.",292.58,-0.88,4.19,-1.17,-39.49,8.63,32.49
Grid Equipment,POWL,"Powell Industries, Inc.",189.53,-1.09,6.73,-0.15,-36.0,8.43,75.49
Grid Equipment,NVT,nVent Electric plc,164.41,0.94,7.66,7.3,-1.87,40.52,59.87
LNG,LNG,"Cheniere Energy, Inc.",268.54,-2.8,-0.2,-2.42,14.95,-8.43,38.1
LNG,WMB,"Williams Companies, Inc. (The)",69.26,-1.87,-2.93,-2.67,-11.08,-5.88,15.22
LNG,KMI,"Kinder Morgan, Inc.",30.75,-1.6,-1.44,-0.42,-7.27,-9.56,11.86
LNG,EPD,Enterprise Products Partners L.P.,36.75,-1.4,-5.04,-3.97,0.14,-6.11,14.49
LNG,ET,Energy Transfer LP,20.19,-0.69,-3.95,-3.86,5.87,3.8,22.74
LNG,TRGP,"Targa Resources, Inc.",277.84,-1.88,-2.7,-2.26,1.27,12.19,51.14
LNG,OKE,"ONEOK, Inc.",88.63,-2.8,-4.32,-3.03,-1.13,-5.31,20.65
LNG,SHEL,Shell PLC,95.78,0.19,1.36,4.99,24.31,4.48,29.36
LNG,TTE,TotalEnergies SE,90.94,-1.03,0.43,4.35,15.97,1.04,38.95
LNG,EQNR,Equinor ASA,42.19,-2.27,-4.61,2.93,34.88,2.73,76.9
Solar,FSLR,"First Solar, Inc.",177.71,3.22,-12.07,-14.32,-26.37,-4.23,-33.16
Solar,ENPH,"Enphase Energy, Inc.",32.4,-1.28,-10.24,-13.25,-29.84,-17.66,0.47
Solar,SEDG,"SolarEdge Technologies, Inc.",32.68,2.41,-10.56,1.55,-36.52,-33.95,8.79
Solar,ARRY,"Array Technologies, Inc.",4.03,2.54,-1.1,-11.62,-46.73,-44.03,-57.08
Solar,NXT,Nextpower Inc.,80.85,1.1,-2.79,-5.24,-27.16,-31.13,-8.16
Solar,RUN,Sunrun Inc.,8.11,4.24,-6.78,-11.8,-39.52,-33.47,-57.59
Solar,CSIQ,Canadian Solar Inc.,10.8,-1.37,-8.94,-24.21,-29.92,-21.8,-55.56
Solar,JKS,JinkoSolar Holding Company Limited,9.67,0.0,-10.88,-34.62,-43.12,-62.12,-63.92
Solar,DQ,DAQO New Energy Corp.,11.47,0.17,-5.05,-18.36,-10.53,-45.54,-61.77
Solar,SHLS,"Shoals Technologies Group, Inc.",7.47,0.27,-2.23,7.79,-21.86,17.27,-13.84
Batteries,ALB,Albemarle Corporation,109.73,1.37,-4.67,-17.23,-20.0,-37.18,-23.68
Batteries,QS,QuantumScape Corporation,4.91,-0.61,-6.3,-15.64,-29.35,-23.04,-53.46
Batteries,ENVX,Enovix Corporation,2.87,-3.04,-3.37,-15.59,-51.19,-43.28,-61.89
Batteries,AMPX,"Amprius Technologies, Inc.",9.75,0.62,0.52,-3.85,-19.49,-42.92,15.38
Batteries,TSLA,"Tesla, Inc.",372.11,-1.54,0.84,7.77,0.53,0.65,-18.72
Batteries,ENS,EnerSys,178.89,0.99,1.22,-8.33,-19.41,5.45,21.9
Batteries,FLNC,"Fluence Energy, Inc.",7.85,5.23,4.18,-29.41,-58.51,-46.82,-61.44
Batteries,STEM,"Stem, Inc.",4.48,14.87,-6.08,-20.85,-37.34,-52.39,-71.25
Copper,FCX,"Freeport-McMoRan, Inc.",72.31,0.32,1.85,-8.86,16.52,31.09,39.8
Copper,SCCO,Southern Copper Corporation,203.92,1.16,3.61,-6.42,19.98,31.34,43.33
Copper,TECK,Teck Resources Ltd,66.05,-0.69,1.18,-7.65,13.41,39.61,35.49
Copper,HBM,Hudbay Minerals Inc.,26.63,0.57,-0.08,-11.23,14.49,42.1,31.31
Copper,BHP,BHP Group Limited,84.97,-0.14,-1.7,-12.39,5.71,24.39,38.01
Copper,RIO,Rio Tinto Plc,94.56,0.1,-3.01,-10.8,0.12,10.73,16.55
Copper,ERO,Ero Copper Corp.,37.87,2.05,12.17,-6.52,44.6,54.51,30.99
Copper,VALE,VALE S.A.,13.61,0.37,-5.35,-11.45,-9.69,-9.21,2.72
Rare Earths,MP,MP Materials Corp.,48.83,-0.95,-2.32,-19.29,-9.76,-5.33,-5.15
Rare Earths,UUUU,Energy Fuels Inc,11.35,0.27,-7.04,-29.55,-19.96,-34.73,-22.58
Rare Earths,USAR,"USA Rare Earth, Inc.",15.18,-1.3,-4.8,-22.25,-24.18,-3.62,23.62
Rare Earths,CRML,Critical Metals Corp.,7.83,-4.16,11.86,-1.94,-14.33,6.82,10.28
Rare Earths,METC,"Ramaco Resources, Inc.",9.02,-1.31,-6.53,-27.96,-27.61,-35.43,-50.36
Lithium,ALB,Albemarle Corporation,109.73,1.37,-4.67,-17.23,-20.0,-37.18,-23.68
Lithium,SQM,Sociedad Quimica y Minera S.A.,66.89,-0.34,-5.4,-14.3,-5.79,-14.79,-4.58
Lithium,LAC,Lithium Americas Corp.,2.75,-2.83,-5.17,-14.6,-27.06,-28.2,-38.2
Lithium,SGML,Sigma Lithium Corporation,9.58,-4.01,4.53,-22.49,-19.16,-6.35,-29.35
Lithium,LAR,Lithium Argentina AG,5.52,-2.82,-5.48,-18.34,-29.68,-11.82,-2.65
Lithium,ELVR,Elevra Lithium Limited - American Depository Shares,41.43,-3.27,-6.94,-34.4,-38.33,-23.65,-21.31
Gold Miners,NEM,Newmont Corporation,121.43,0.11,-2.07,-8.45,26.57,22.89,20.24
Gold Miners,AEM,Agnico Eagle Mines Limited,194.48,0.31,-3.86,-11.4,23.03,4.95,14.24
Gold Miners,B,Barrick Mining Corporation,42.88,1.32,-2.28,-11.0,15.24,15.05,-2.87
Gold Miners,KGC,Kinross Gold Corporation,25.05,2.58,-12.72,-23.86,3.68,-9.53,-12.34
Gold Miners,AU,AngloGold Ashanti PLC,99.03,0.55,-2.63,-17.34,21.3,16.25,13.68
Gold Miners,GFI,Gold Fields Limited,40.38,1.2,-5.52,-16.29,20.75,0.3,-8.83
Gold Miners,WPM,Wheaton Precious Metals Corp,142.92,-0.67,-6.61,-11.19,25.81,20.49,20.1
Gold Miners,FNV,Franco-Nevada Corporation,257.87,-0.78,-3.65,-3.43,21.97,12.97,23.63
Gold Miners,RGLD,"Royal Gold, Inc.",252.49,0.0,-0.61,-4.36,22.98,9.45,12.72
Gold Miners,HMY,Harmony Gold Mining Company Limited,18.97,2.26,-4.58,-15.27,22.31,36.38,-6.14
Silver Miners,PAAS,Pan American Silver Corp.,48.04,1.12,-4.26,-8.88,6.12,-1.74,-9.19
Silver Miners,AG,First Majestic Silver Corp.,19.01,1.33,-3.55,-7.85,13.63,-0.83,11.56
Silver Miners,HL,Hecla Mining Company,18.19,1.39,-5.65,-11.27,19.51,6.37,-7.43
Silver Miners,CDE,"Coeur Mining, Inc.",19.22,1.48,-6.15,-8.45,19.98,19.12,3.89
Silver Miners,EXK,Endeavour Silver Corporation,9.39,2.51,-9.01,-13.26,15.5,10.34,-3.4
Silver Miners,FSM,Fortuna Mining Corp.,11.69,1.65,-2.75,-4.26,38.34,28.46,17.02
Silver Miners,WPM,Wheaton Precious Metals Corp,142.92,-0.67,-6.61,-11.19,25.81,20.49,20.1
Silver Miners,BVN,Buenaventura Mining Company Inc.,33.17,0.97,-4.88,-5.74,8.01,2.57,16.88
Defense,LMT,Lockheed Martin Corporation,519.56,-0.79,-3.24,-7.06,2.83,-16.96,7.51
Defense,RTX,RTX Corporation,189.4,0.42,-1.87,-9.98,1.13,-1.56,3.22
Defense,NOC,Northrop Grumman Corporation,510.52,0.3,-2.51,-6.0,1.75,-26.25,-10.37
Defense,GD,General Dynamics Corporation,336.72,0.13,-5.28,-10.93,-2.82,-4.81,0.05
Defense,HII,"Huntington Ingalls Industries, Inc.",264.02,-0.74,-4.73,-9.32,-5.09,-30.65,-22.36
Defense,LHX,"L3Harris Technologies, Inc.",237.69,-0.15,-4.94,-8.57,-18.08,-31.68,-19.15
Defense,LDOS,"Leidos Holdings, Inc.",123.61,0.21,-5.28,-7.97,23.92,-21.52,-31.17
Defense,BA,Boeing Company (The),198.07,0.65,0.63,-6.47,-8.95,2.67,-9.2
Defense,HWM,Howmet Aerospace Inc.,232.48,1.35,2.97,-12.64,-13.58,0.98,13.13
Defense,TDG,Transdigm Group Inc.,1116.2,0.99,3.62,-7.14,-15.95,-2.7,-16.01
Defense,KTOS,"Kratos Defense & Security Solutions, Inc.",45.62,-2.98,-5.33,-12.94,-0.91,-39.06,-40.4
Defense,AVAV,"AeroVironment, Inc.",152.05,-4.1,-8.17,3.79,12.03,-20.86,-38.8
Space,RKLB,Rocket Lab Corporation,73.95,0.46,8.07,11.37,-8.83,12.03,4.7
Space,LUNR,"Intuitive Machines, Inc.",15.61,-0.57,4.77,-4.82,-15.94,-18.57,-6.92
Space,ASTS,"AST SpaceMobile, Inc.",61.81,1.23,-1.68,1.44,-4.43,-30.89,-16.85
Space,RDW,Redwire Corporation,11.62,0.17,-0.85,-0.26,8.29,32.95,46.72
Space,PL,Planet Labs PBC,17.43,-1.08,1.93,-18.59,-33.55,-48.71,-12.21
Space,IRDM,Iridium Communications Inc,48.75,-0.29,2.63,3.81,17.41,73.8,178.25
Space,SPCX,Space Exploration Technologies Corp,148.68,0.44,-3.83,8.53,-1.29,-0.88,-0.88
Space,FLY,Firefly Aerospace Inc.,24.36,5.5,11.46,9.93,-0.16,-7.02,5.41
Space,VSAT,"ViaSat, Inc.",73.02,-0.95,-2.24,1.0,23.49,53.11,108.15
Space,GSAT,"Globalstar, Inc.",82.88,0.51,0.58,1.06,3.66,38.9,33.68
Crypto Miners,MARA,"MARA Holdings, Inc.",12.55,-2.86,3.59,8.61,-7.58,51.02,36.56
Crypto Miners,RIOT,"Riot Platforms, Inc.",23.0,-2.04,1.59,10.0,-15.0,68.37,76.79
Crypto Miners,CLSK,"CleanSpark, Inc.",13.95,-2.17,1.31,12.32,-9.36,53.63,34.2
Crypto Miners,CIFR,Cipher Digital Inc.,17.73,-2.04,-0.39,10.81,-28.91,26.28,18.44
Crypto Miners,WULF,TeraWulf Inc.,15.74,-3.38,-6.03,-2.24,-37.54,3.96,34.47
Crypto Miners,IREN,IREN Limited,44.12,-4.39,-1.29,7.1,-5.41,19.27,13.11
Crypto Miners,HUT,Hut 8 Corp.,96.82,-4.65,3.73,14.98,-14.85,94.73,102.34
Crypto Miners,BTDR,Bitdeer Technologies Group,11.51,-5.27,-0.26,4.16,-28.06,36.86,0.79
Crypto Miners,CORZ,"Core Scientific, Inc.",17.34,-4.3,-2.42,-2.42,-34.28,11.15,17.32
Crypto Equities,MSTR,Strategy Inc,158.61,-1.86,16.13,28.68,90.57,22.12,2.6
Crypto Equities,COIN,"Coinbase Global, Inc.",195.11,-2.06,9.52,7.41,40.14,16.1,-15.39
Crypto Equities,HOOD,"Robinhood Markets, Inc.",119.4,-1.18,5.35,8.44,28.09,74.2,3.4
Crypto Equities,CRCL,"Circle Internet Group, Inc.",89.0,-4.3,1.82,-0.79,31.04,-8.94,10.09
Crypto Equities,GLXY,Galaxy Digital Inc.,24.24,-3.77,6.48,1.59,-11.89,28.25,5.9
Crypto Equities,MARA,"MARA Holdings, Inc.",12.55,-2.86,3.59,8.61,-7.58,51.02,36.56
Fintech,PYPL,"PayPal Holdings, Inc.",55.04,4.64,4.54,-10.97,30.18,23.08,-6.19
Fintech,HOOD,"Robinhood Markets, Inc.",119.4,-1.18,5.35,8.44,28.09,74.2,3.4
Fintech,COIN,"Coinbase Global, Inc.",195.11,-2.06,9.52,7.41,40.14,16.1,-15.39
Fintech,AFRM,"Affirm Holdings, Inc.",71.52,-0.07,1.2,-7.07,-5.73,66.36,-4.64
Fintech,SOFI,"SoFi Technologies, Inc.",16.58,-1.31,-1.49,-12.6,-2.47,5.81,-37.81
Fintech,UPST,"Upstart Holdings, Inc.",23.81,-3.37,-4.49,-22.06,-26.33,-4.11,-45.92
Fintech,NU,Nu Holdings Ltd.,13.59,0.22,-1.31,-10.71,9.2,-1.02,-20.34
Fintech,TOST,"Toast, Inc.",30.6,1.63,-0.52,-15.8,19.3,17.6,-14.45
Fintech,BILL,"BILL Holdings, Inc.",44.25,-1.6,-7.48,-4.8,31.85,18.25,-19.55
Fintech,XYZ,"Block, Inc.",76.42,-0.42,-0.17,-6.8,2.92,31.01,16.28
Banks,JPM,JP Morgan Chase & Co.,343.06,1.33,-1.39,-3.77,2.1,18.65,6.38
Banks,BAC,Bank of America Corporation,56.7,1.2,-1.43,-9.12,-3.14,17.95,3.03
Banks,WFC,Wells Fargo & Company,82.97,0.96,-3.81,-2.38,-2.19,5.53,-11.07
Banks,C,"Citigroup, Inc.",134.28,1.65,1.46,0.55,-7.16,20.9,14.56
Banks,GS,"Goldman Sachs Group, Inc. (The)",935.45,1.32,-1.42,-11.83,-11.31,14.97,5.82
Banks,MS,Morgan Stanley,196.31,-0.01,-2.86,-9.53,-10.65,21.93,9.97
Banks,USB,U.S. Bancorp,59.33,1.59,-0.87,-5.0,-3.43,15.68,11.25
Banks,PNC,"PNC Financial Services Group, Inc. (The)",225.64,1.03,-2.52,-7.8,-8.29,10.39,8.1
Banks,TFC,Truist Financial Corporation,47.66,1.02,-1.69,-5.42,-6.25,6.36,-3.24
Banks,COF,Capital One Financial Corporation,200.2,1.83,-0.55,-7.42,-2.39,11.41,-18.07
Regional Banks,RF,Regions Financial Corporation,27.62,1.32,-3.66,-10.12,-8.39,8.65,1.96
Regional Banks,KEY,KeyCorp,20.61,1.78,-1.39,-6.36,-12.19,4.14,-0.1
Regional Banks,FITB,Fifth Third Bancorp,52.1,1.24,-2.21,-5.46,-7.79,15.06,11.21
Regional Banks,CFG,"Citizens Financial Group, Inc.",65.53,1.24,-2.37,-6.47,-7.69,12.75,12.09
Regional Banks,HBAN,Huntington Bancshares Incorporated,15.64,2.16,-1.39,-8.16,-13.11,1.43,-10.01
Regional Banks,ZION,Zions Bancorporation N.A.,63.83,1.61,-2.34,-5.96,-8.18,12.48,8.89
Regional Banks,WAL,Western Alliance Bancorporation,77.61,1.77,-1.88,-2.99,-4.99,11.69,-7.79
Regional Banks,MTB,M&T Bank Corporation,221.19,1.16,-2.13,-8.17,-6.7,7.73,10.07
Regional Banks,EWBC,"East West Bancorp, Inc.",127.23,1.28,1.14,-2.3,-2.65,20.21,13.18
Regional Banks,SSB,SouthState Bank Corporation,102.46,0.55,-0.49,-3.65,1.2,12.11,8.99
Insurance Brokers,MRSH,Marsh,171.12,0.7,-1.52,-11.76,4.03,-1.56,-7.21
Insurance Brokers,AON,Aon plc,277.99,0.69,-5.53,-21.61,-13.05,-13.72,-20.83
Insurance Brokers,AJG,Arthur J. Gallagher & Co.,231.1,1.75,-3.71,-13.65,4.77,10.01,-10.12
Insurance Brokers,WTW,Willis Towers Watson Public Limited Company,293.99,0.12,-5.27,-15.11,14.69,2.51,-10.22
Insurance Brokers,BRO,"Brown & Brown, Inc.",60.82,0.81,-5.94,-16.5,-2.45,-6.6,-23.76
Insurance Brokers,RYAN,"Ryan Specialty Holdings, Inc.",37.89,3.13,-4.78,-13.41,4.01,15.52,-26.08
Insurance Brokers,ERIE,Erie Indemnity Company,222.86,1.78,-8.58,-13.57,-3.35,-8.82,-21.8
Oil Producers,XOM,ExxonMobil Holdings Corporation,160.59,-0.96,-1.18,1.64,17.24,-3.01,33.72
Oil Producers,CVX,Chevron Corporation,204.45,-0.58,-3.14,2.88,18.7,-1.78,34.36
Oil Producers,COP,ConocoPhillips,127.3,-1.58,-4.17,-2.14,19.7,-4.34,35.99
Oil Producers,EOG,"EOG Resources, Inc.",140.35,-1.76,-3.26,-2.53,5.19,-4.92,33.67
Oil Producers,OXY,Occidental Petroleum Corporation,56.86,-2.05,-3.71,-1.54,11.62,-11.84,37.88
Oil Producers,FANG,"Diamondback Energy, Inc.",186.67,-1.24,-5.21,-5.69,3.28,-8.59,23.54
Oil Producers,DVN,Devon Energy Corporation,47.05,-3.78,-3.13,1.82,10.5,-8.87,28.27
Oil Producers,APA,APA Corporation,42.74,-2.15,-5.67,5.07,28.93,-1.18,73.88
Oil Producers,OVV,Ovintiv Inc. (DE),60.13,-0.63,-4.51,-5.25,13.2,-2.69,53.79
Oil Producers,PR,Permian Resources Corporation,21.36,-2.24,-8.09,-6.89,13.68,-0.88,52.35
Oil & Gas Midstream,EPD,Enterprise Products Partners L.P.,36.75,-1.4,-5.04,-3.97,0.14,-6.11,14.49
Oil & Gas Midstream,ET,Energy Transfer LP,20.19,-0.69,-3.95,-3.86,5.87,3.8,22.74
Oil & Gas Midstream,WMB,"Williams Companies, Inc. (The)",69.26,-1.87,-2.93,-2.67,-11.08,-5.88,15.22
Oil & Gas Midstream,KMI,"Kinder Morgan, Inc.",30.75,-1.6,-1.44,-0.42,-7.27,-9.56,11.86
Oil & Gas Midstream,OKE,"ONEOK, Inc.",88.63,-2.8,-4.32,-3.03,-1.13,-5.31,20.65
Oil & Gas Midstream,TRGP,"Targa Resources, Inc.",277.84,-1.88,-2.7,-2.26,1.27,12.19,51.14
Oil & Gas Midstream,MPLX,MPLX LP,56.8,-2.04,-3.22,-2.49,1.43,-3.43,6.69
Oil & Gas Midstream,ENB,Enbridge Inc,46.74,-1.29,-4.02,-5.96,-16.95,-14.52,-2.46
Marine Shipping,ZIM,ZIM Integrated Shipping Services Ltd.,29.19,-0.65,-3.85,4.55,14.83,11.75,34.7
Marine Shipping,DAC,Danaos Corporation,154.14,-0.34,-5.17,1.82,24.29,38.45,63.63
Marine Shipping,GSL,Global Ship Lease Inc New,44.33,0.5,-3.82,-1.34,16.84,18.15,26.04
Marine Shipping,SBLK,Star Bulk Carriers Corp.,29.54,-1.2,-7.98,-4.56,17.36,31.29,52.58
Marine Shipping,STNG,Scorpio Tankers Inc.,81.49,0.65,-7.57,6.68,9.38,10.87,61.24
Marine Shipping,INSW,"International Seaways, Inc.",105.64,0.75,-5.83,8.53,32.26,52.99,119.17
Marine Shipping,FRO,Frontline Plc,47.73,-0.5,-6.75,13.78,27.35,44.64,125.04
Marine Shipping,DHT,"DHT Holdings, Inc.",21.78,0.46,-5.96,14.39,21.81,22.77,79.7
Marine Shipping,MATX,"Matson, Inc.",224.66,-0.07,-4.64,1.27,14.17,39.72,81.03
Marine Shipping,TRMD,TORM plc,34.32,0.06,-8.99,9.23,26.13,26.88,72.72
Aerospace,BA,Boeing Company (The),198.07,0.65,0.63,-6.47,-8.95,2.67,-9.2
Aerospace,GE,GE Aerospace,327.09,2.29,4.29,-7.02,-11.21,15.58,5.6
Aerospace,RTX,RTX Corporation,189.4,0.42,-1.87,-9.98,1.13,-1.56,3.22
Aerospace,TDG,Transdigm Group Inc.,1116.2,0.99,3.62,-7.14,-15.95,-2.7,-16.01
Aerospace,HWM,Howmet Aerospace Inc.,232.48,1.35,2.97,-12.64,-13.58,0.98,13.13
Aerospace,HEI,Heico Corporation,308.53,0.72,4.59,-16.61,-9.75,14.03,-4.54
Aerospace,TXT,Textron Inc.,76.59,0.75,-5.63,-7.04,-13.89,-13.34,-12.48
Aerospace,HXL,Hexcel Corporation,85.8,0.41,-2.68,-9.1,-10.6,8.18,15.52
Aerospace,CW,Curtiss-Wright Corporation,539.73,-0.82,-5.01,-11.89,-29.56,-18.44,-2.68
Aerospace,ATI,ATI Inc.,185.48,-0.39,0.42,-14.53,-6.18,30.71,60.81
Homebuilders,DHI,"D.R. Horton, Inc.",141.51,0.83,1.53,-5.9,-15.65,4.87,-1.96
Homebuilders,LEN,Lennar Corporation,82.15,0.83,4.98,-5.87,-12.49,-9.33,-20.25
Homebuilders,PHM,"PulteGroup, Inc.",119.85,1.41,1.93,-8.3,-11.98,3.45,1.18
Homebuilders,NVR,"NVR, Inc.",6297.6,1.0,1.39,-1.51,-7.88,-3.14,-13.58
Homebuilders,TOL,"Toll Brothers, Inc.",137.34,1.04,3.57,-9.11,-15.47,3.65,1.58
Homebuilders,KBH,KB Home,48.01,0.76,0.06,-15.58,-21.31,-7.05,-15.04
Homebuilders,MTH,Meritage Homes Corporation,64.98,0.73,1.85,-11.36,-22.08,8.03,-1.04
Homebuilders,SKY,"Champion Homes, Inc.",87.72,2.38,3.96,-4.43,0.98,19.2,3.81
Travel,BKNG,Booking Holdings Inc. Common Stock,163.95,4.15,-3.07,-23.55,-7.59,-2.39,-23.48
Travel,ABNB,"Airbnb, Inc.",157.47,4.02,-4.83,-17.25,10.62,21.86,15.84
Travel,EXPE,"Expedia Group, Inc.",264.17,0.92,-7.13,-22.07,5.62,13.22,-6.66
Travel,MAR,Marriott International,352.03,0.15,5.45,-1.69,-7.23,8.95,13.36
Travel,HLT,Hilton Worldwide Holdings Inc.,313.96,0.59,3.89,-4.96,-8.01,4.56,9.44
Travel,CCL,Carnival Corporation Ltd.,22.25,2.11,0.52,-15.11,-21.1,-9.44,-27.5
Travel,RCL,Royal Caribbean Cruises Ltd.,242.7,1.56,-2.92,-17.17,-24.53,-10.07,-12.85
Travel,NCLH,Norwegian Cruise Line Holdings Ltd.,14.61,2.96,1.81,-16.03,-30.2,-24.96,-35.12
Travel,DAL,"Delta Air Lines, Inc.",84.94,2.63,6.95,0.46,-7.92,28.64,21.6
Travel,UAL,"United Airlines Holdings, Inc.",113.99,2.52,5.83,-3.76,-15.32,24.85,1.23
Casinos,LVS,Las Vegas Sands Corp.,38.99,0.88,-3.75,-16.72,-15.7,-25.26,-40.2
Casinos,WYNN,"Wynn Resorts, Limited",81.12,1.16,-2.06,-18.05,-17.78,-18.03,-32.45
Casinos,MGM,MGM Resorts International,32.58,-3.29,-15.0,-24.81,-31.48,-12.7,-11.06
Casinos,CZR,"Caesars Entertainment, Inc.",29.59,-0.1,-0.27,-0.17,-2.66,10.62,25.43
