theme,symbol,description,close,today,1w,1m,3m,6m,ytd
Casinos,MLCO,Melco Resorts & Entertainment Limited,4.78,1.27,-0.42,-11.32,-12.13,-11.81,-37.52
Casinos,BYD,Boyd Gaming Corporation,72.08,-0.69,-6.37,-11.24,-17.03,-14.64,-15.54
Casinos,PENN,"PENN Entertainment, Inc.",15.9,-1.43,-11.47,-14.24,-22.44,9.58,7.14
Casinos,DKNG,DraftKings Inc.,21.8,-0.77,-12.27,-15.01,-12.73,3.32,-36.98
Casinos,CHDN,"Churchill Downs, Incorporated",79.49,-2.97,-4.41,-14.66,-8.84,-8.6,-29.85
Payments,V,Visa Inc.,362.04,-2.14,-3.41,-1.58,10.04,19.03,3.48
Payments,MA,Mastercard Incorporated,555.89,-2.07,-2.73,-3.25,13.89,11.06,-2.6
Payments,AXP,American Express Company,305.07,-2.72,-6.61,-8.73,-9.43,2.18,-17.44
Payments,PYPL,"PayPal Holdings, Inc.",52.89,0.51,-2.24,-15.09,26.9,18.91,-9.85
Payments,FIS,"Fidelity National Information Services, Inc.",34.96,-0.65,-8.07,-14.19,-8.51,-26.29,-47.43
Payments,FISV,"Fiserv, Inc.",46.1,-0.8,-8.79,-10.87,-2.87,-17.8,-31.73
Payments,GPN,Global Payments Inc.,84.78,-0.6,-4.26,-8.87,31.65,21.99,9.25
Payments,TOST,"Toast, Inc.",29.65,-0.5,-9.93,-16.43,17.52,11.47,-17.11
Payments,CPAY,"Corpay, Inc.",392.95,-1.07,-4.21,-5.1,15.57,35.93,30.27
Reshoring,CAT,"Caterpillar, Inc.",808.01,-1.04,2.35,-2.59,-17.69,13.79,39.89
Reshoring,DE,Deere & Company,703.12,2.69,3.19,12.81,18.63,22.5,50.88
Reshoring,EMR,Emerson Electric Company,154.19,1.63,3.75,-1.44,7.64,19.38,15.73
Reshoring,ETN,"Eaton Corporation, PLC",442.49,1.62,10.96,5.48,9.25,19.35,36.9
Reshoring,PH,Parker-Hannifin Corporation,964.85,0.7,3.23,-4.47,1.83,5.47,9.44
Reshoring,URI,"United Rentals, Inc.",1043.04,1.27,4.96,-5.12,-2.86,41.04,28.68
Reshoring,CMI,Cummins Inc.,526.13,-1.62,-3.57,-12.27,-24.15,-3.49,3.07
Reshoring,PCAR,PACCAR Inc.,113.9,-0.72,-7.26,-12.65,-2.98,-1.89,3.74
Reshoring,HON,Honeywell International Inc.,211.85,2.6,5.2,-3.43,-9.7,-10.05,3.28
Reshoring,ROK,"Rockwell Automation, Inc.",427.19,0.54,1.57,-1.71,-6.53,19.96,8.98
Water,AWK,"American Water Works Company, Inc.",133.82,-0.11,-3.56,-2.19,4.6,-0.84,2.76
Water,WTRG,"Essential Utilities, Inc.",40.38,-0.25,-2.91,0.12,7.74,1.76,5.6
Water,XYL,Xylem Inc.,107.85,0.57,0.8,-5.63,-3.06,-10.72,-20.87
Water,ECL,Ecolab Inc.,276.22,2.31,-0.07,-1.81,1.29,2.71,5.75
Water,PNR,Pentair plc.,55.49,-0.52,-2.84,-14.29,-24.42,-36.52,-46.76
Water,VLTO,Veralto Corp,95.79,0.64,-0.49,-3.78,12.89,10.71,-3.46
Water,FELE,"Franklin Electric Co., Inc.",95.99,0.82,-0.82,-7.75,-7.87,3.23,0.48
Water,AWR,American States Water Company,84.39,-0.54,-1.79,-5.49,6.37,14.68,16.61
Water,WMS,"Advanced Drainage Systems, Inc.",130.73,3.03,3.83,-8.78,-8.13,-4.28,-9.87
Waste,WM,"Waste Management, Inc.",207.68,0.31,-4.41,-7.73,-5.41,-7.45,-5.32
Waste,RSG,"Republic Services, Inc.",213.88,-0.02,-5.04,-2.63,1.88,-0.82,1.58
Waste,WCN,"Waste Connections, Inc.",155.42,-0.08,-4.2,-7.8,-2.62,-0.97,-11.13
Waste,CLH,"Clean Harbors, Inc.",312.85,0.46,-3.18,-3.29,7.31,9.22,33.59
Waste,CWST,"Casella Waste Systems, Inc.",85.76,-1.48,-5.04,-8.4,-1.46,12.21,-12.44
Waste,GFL,"GFL Environmental Inc. Subordinate voting shares, no par value",42.34,-0.98,-0.33,2.44,17.16,7.43,-1.72
Railroads,UNP,Union Pacific Corporation,274.41,1.77,-3.82,-10.4,5.17,14.65,18.61
Railroads,CSX,CSX Corporation,46.59,1.3,-4.8,-9.18,0.93,18.22,28.01
Railroads,NSC,Norfolk Southern Corporation,314.0,1.6,-2.21,-9.65,3.07,11.48,8.69
Railroads,CP,Canadian Pacific Kansas City Limited,87.99,1.36,-1.87,-7.76,2.66,9.8,19.18
Railroads,CNI,Canadian National Railway Company,119.52,1.71,-1.88,-7.54,3.48,18.0,20.82
Railroads,WAB,Westinghouse Air Brake Technologies Corporation,289.71,2.23,3.36,-2.07,7.35,15.66,35.62
Railroads,GBX,"Greenbrier Companies, Inc. (The)",43.04,2.57,-0.3,-4.84,-14.52,-17.21,-7.7
Railroads,TRN,"Trinity Industries, Inc.",27.82,-0.25,-1.21,-7.27,-21.15,-11.37,5.14
Trucking,ODFL,"Old Dominion Freight Line, Inc.",177.31,1.11,-2.65,-14.57,-19.29,-6.04,12.4
Trucking,SAIA,"Saia, Inc.",348.38,0.1,-0.79,-4.09,-19.97,2.68,6.53
Trucking,XPO,"XPO, Inc.",177.67,1.91,-1.85,-10.95,-10.84,-6.47,31.09
Trucking,JBHT,"J.B. Hunt Transport Services, Inc.",237.41,0.53,-13.67,-14.31,-12.25,14.48,22.1
Trucking,KNX,Knight-Swift Transportation Holdings Inc.,67.09,0.71,-1.38,-4.18,-9.95,20.51,28.06
Trucking,ARCB,ArcBest Corporation,131.71,1.51,-3.3,-4.61,-8.43,39.42,77.39
Trucking,TFII,TFI International Inc.,125.04,-0.36,-4.96,-11.14,-13.57,18.78,19.99
Trucking,WERN,"Werner Enterprises, Inc.",34.79,-0.64,-7.4,-9.89,-15.13,22.07,15.93
Steel,NUE,Nucor Corporation,245.66,1.34,-4.3,0.31,1.21,48.39,48.72
Steel,STLD,"Steel Dynamics, Inc.",233.99,1.74,-0.94,3.88,-3.95,36.49,36.33
Steel,CLF,Cleveland-Cliffs Inc.,12.53,3.81,7.55,12.88,14.64,48.64,-7.25
Steel,RS,"Reliance, Inc.",386.95,0.6,0.25,0.51,-3.08,30.94,33.05
Steel,CMC,Commercial Metals Company,65.0,1.59,-0.78,-2.26,-8.78,12.11,-7.28
Steel,MT,Arcelor Mittal NY Registry Shares NEW,73.78,1.71,0.35,0.96,21.25,43.74,58.39
Steel,GGB,Gerdau S.A.,5.02,0.4,2.45,15.14,21.84,44.25,33.87
