theme,symbol,description,close,today,1w,1m,3m,6m,ytd
Casinos,LVS,Las Vegas Sands Corp.,39.19,-1.28,-5.27,-16.62,-18.15,-24.88,-39.89
Casinos,WYNN,"Wynn Resorts, Limited",81.45,-1.28,-6.24,-19.62,-21.65,-17.69,-32.17
Casinos,MGM,MGM Resorts International,37.85,-2.7,-3.49,-14.17,-20.23,1.42,3.33
Casinos,CZR,"Caesars Entertainment, Inc.",29.61,-0.03,-0.2,-0.37,-3.93,10.69,25.52
Casinos,MLCO,Melco Resorts & Entertainment Limited,4.72,-1.26,1.29,-14.34,-13.24,-14.34,-38.3
Casinos,BYD,Boyd Gaming Corporation,71.74,-0.47,-5.83,-11.49,-17.98,-12.88,-15.94
Casinos,PENN,"PENN Entertainment, Inc.",15.56,-2.14,-12.14,-16.61,-25.16,7.83,4.85
Casinos,DKNG,DraftKings Inc.,21.25,-2.52,-13.16,-18.27,-14.23,0.81,-38.57
Casinos,CHDN,"Churchill Downs, Incorporated",80.46,1.22,-0.15,-14.4,-5.07,-7.71,-28.99
Payments,V,Visa Inc.,361.52,-0.14,-3.58,-3.15,8.71,18.8,3.33
Payments,MA,Mastercard Incorporated,559.92,0.72,-2.04,-4.29,12.89,12.11,-1.89
Payments,AXP,American Express Company,301.96,-1.02,-6.32,-10.46,-12.48,1.57,-18.28
Payments,PYPL,"PayPal Holdings, Inc.",52.51,-0.72,-2.09,-14.78,22.97,17.42,-10.5
Payments,FIS,"Fidelity National Information Services, Inc.",34.67,-0.83,-6.8,-16.42,-9.97,-26.62,-47.86
Payments,FISV,"Fiserv, Inc.",45.95,-0.33,-8.27,-12.73,-5.0,-16.44,-31.96
Payments,GPN,Global Payments Inc.,84.0,-0.92,-6.76,-10.29,24.52,21.33,8.25
Payments,TOST,"Toast, Inc.",29.81,0.54,-6.26,-18.62,15.5,14.57,-16.66
Payments,CPAY,"Corpay, Inc.",395.16,0.56,-2.79,-5.14,14.43,35.96,31.0
Reshoring,CAT,"Caterpillar, Inc.",812.02,0.5,1.88,-1.33,-20.75,16.93,40.59
Reshoring,DE,Deere & Company,709.48,0.9,4.07,8.64,16.99,22.17,52.25
Reshoring,EMR,Emerson Electric Company,154.59,0.26,4.25,-1.77,8.1,24.04,16.03
Reshoring,ETN,"Eaton Corporation, PLC",438.76,-0.84,10.34,5.67,5.75,23.05,35.75
Reshoring,PH,Parker-Hannifin Corporation,971.21,0.66,4.23,-3.5,0.38,7.9,10.16
Reshoring,URI,"United Rentals, Inc.",1031.99,-1.06,3.78,-6.18,-5.77,42.04,27.31
Reshoring,CMI,Cummins Inc.,524.65,-0.28,-3.14,-10.62,-25.89,-0.47,2.78
Reshoring,PCAR,PACCAR Inc.,112.09,-1.59,-9.28,-14.98,-4.9,-2.69,2.09
Reshoring,HON,Honeywell International Inc.,212.57,0.34,3.77,-1.59,-10.97,-10.35,3.63
Reshoring,ROK,"Rockwell Automation, Inc.",432.89,1.33,3.26,-0.49,-8.04,23.21,10.43
Water,AWK,"American Water Works Company, Inc.",133.06,-0.57,-3.8,-2.16,1.96,-3.38,2.17
Water,WTRG,"Essential Utilities, Inc.",40.18,-0.5,-3.55,0.0,6.18,-1.52,5.07
Water,XYL,Xylem Inc.,108.64,0.73,0.09,-5.17,-5.57,-8.64,-20.29
Water,ECL,Ecolab Inc.,276.72,0.18,0.41,-2.58,-0.42,5.05,5.94
Water,PNR,Pentair plc.,55.25,-0.43,-3.32,-14.47,-27.23,-35.01,-46.99
Water,VLTO,Veralto Corp,95.88,0.09,0.2,-3.24,10.56,11.17,-3.37
Water,FELE,"Franklin Electric Co., Inc.",96.3,0.32,-0.1,-7.61,-8.75,5.27,0.81
Water,AWR,American States Water Company,83.24,-1.36,-4.98,-6.51,3.89,10.35,15.02
Water,WMS,"Advanced Drainage Systems, Inc.",129.74,-0.76,1.62,-10.02,-14.08,-2.95,-10.55
Waste,WM,"Waste Management, Inc.",207.88,0.1,-4.02,-7.65,-5.98,-8.59,-5.22
Waste,RSG,"Republic Services, Inc.",213.1,-0.36,-4.23,-3.81,0.2,-1.94,1.21
Waste,WCN,"Waste Connections, Inc.",155.41,-0.01,-2.34,-8.65,-5.95,-1.4,-11.13
Waste,CLH,"Clean Harbors, Inc.",313.15,0.1,-1.68,-0.9,4.38,11.06,33.72
Waste,CWST,"Casella Waste Systems, Inc.",84.8,-1.12,-5.96,-8.73,-7.23,11.51,-13.42
Waste,GFL,"GFL Environmental Inc. Subordinate voting shares, no par value",41.9,-1.04,-0.45,1.8,12.42,5.3,-2.74
Railroads,UNP,Union Pacific Corporation,275.53,0.41,-4.02,-10.69,5.16,15.47,19.1
Railroads,CSX,CSX Corporation,47.19,1.29,-1.73,-9.25,2.01,20.12,29.66
Railroads,NSC,Norfolk Southern Corporation,315.01,0.32,-1.34,-10.47,2.68,12.06,9.04
Railroads,CP,Canadian Pacific Kansas City Limited,88.28,0.33,0.11,-8.17,3.11,12.34,19.57
Railroads,CNI,Canadian National Railway Company,119.49,-0.03,-1.24,-7.62,1.35,18.05,20.79
Railroads,WAB,Westinghouse Air Brake Technologies Corporation,292.22,0.87,4.49,-2.1,5.9,20.03,36.79
Railroads,GBX,"Greenbrier Companies, Inc. (The)",43.04,0.0,0.09,-7.34,-13.07,-16.57,-7.7
Railroads,TRN,"Trinity Industries, Inc.",28.05,0.83,-1.27,-6.47,-21.23,-10.33,6.01
Trucking,ODFL,"Old Dominion Freight Line, Inc.",177.72,0.23,2.72,-14.71,-19.79,-4.42,12.66
Trucking,SAIA,"Saia, Inc.",343.85,-1.3,-0.72,-5.33,-20.49,3.65,5.15
Trucking,XPO,"XPO, Inc.",179.92,1.27,2.89,-9.55,-10.0,-4.56,32.75
Trucking,JBHT,"J.B. Hunt Transport Services, Inc.",234.63,-1.17,-3.4,-14.87,-13.82,14.86,20.67
Trucking,KNX,Knight-Swift Transportation Holdings Inc.,67.17,0.12,2.22,-6.17,-12.04,20.85,28.21
Trucking,ARCB,ArcBest Corporation,131.08,-0.48,-1.45,-7.39,-10.37,40.6,76.54
Trucking,TFII,TFI International Inc.,124.96,-0.06,-4.25,-11.28,-13.69,19.95,19.91
Trucking,WERN,"Werner Enterprises, Inc.",34.41,-1.09,-4.52,-11.31,-16.58,20.99,14.66
Steel,NUE,Nucor Corporation,246.98,0.54,-5.6,-0.86,1.94,49.26,49.52
Steel,STLD,"Steel Dynamics, Inc.",234.29,0.13,-2.82,-0.57,-3.79,35.18,36.51
Steel,CLF,Cleveland-Cliffs Inc.,12.87,2.71,8.88,7.97,21.42,50.18,-4.74
Steel,RS,"Reliance, Inc.",384.63,-0.6,-2.28,-2.78,-3.67,28.45,32.25
Steel,CMC,Commercial Metals Company,64.66,-0.52,-1.72,-4.08,-10.78,10.42,-7.76
Steel,MT,Arcelor Mittal NY Registry Shares NEW,71.92,-2.52,-2.89,-2.19,15.78,44.21,54.4
Steel,GGB,Gerdau S.A.,4.88,-2.79,-3.37,12.18,16.75,41.04,30.13
