theme,symbol,description,close,today,1w,1m,3m,6m,ytd
Payments,V,Visa Inc.,367.98,1.79,-0.91,-3.47,10.76,20.92,5.18
Payments,MA,Mastercard Incorporated,566.08,1.1,-0.35,-5.16,15.86,13.34,-0.81
Payments,AXP,American Express Company,305.66,1.23,-3.3,-9.61,-10.62,2.82,-17.28
Payments,PYPL,"PayPal Holdings, Inc.",52.6,0.17,-0.63,-14.11,24.41,17.62,-10.35
Payments,FIS,"Fidelity National Information Services, Inc.",34.99,0.92,-5.46,-13.94,-8.02,-25.95,-47.38
Payments,FISV,"Fiserv, Inc.",45.98,0.07,-7.19,-13.14,-3.34,-16.38,-31.91
Payments,GPN,Global Payments Inc.,85.31,1.56,-1.89,-9.11,26.25,23.23,9.94
Payments,TOST,"Toast, Inc.",30.11,1.01,-3.71,-17.19,17.39,15.72,-15.82
Payments,CPAY,"Corpay, Inc.",400.32,1.31,-1.16,-3.49,23.66,37.73,32.71
Reshoring,CAT,"Caterpillar, Inc.",805.25,-0.83,-1.07,-3.4,-21.96,15.95,39.42
Reshoring,DE,Deere & Company,694.94,-2.05,2.85,6.57,11.59,19.67,49.13
Reshoring,EMR,Emerson Electric Company,156.14,1.0,4.64,-2.29,8.73,25.29,17.2
Reshoring,ETN,"Eaton Corporation, PLC",440.0,0.28,6.0,5.18,7.17,23.39,36.13
Reshoring,PH,Parker-Hannifin Corporation,974.98,0.39,4.81,-5.63,-0.76,8.32,10.59
Reshoring,URI,"United Rentals, Inc.",1021.67,-1.0,-0.45,-7.28,-10.15,40.62,26.04
Reshoring,CMI,Cummins Inc.,521.07,-0.68,-4.08,-10.71,-26.51,-1.15,2.08
Reshoring,PCAR,PACCAR Inc.,110.67,-1.27,-7.28,-15.41,-8.54,-3.92,0.8
Reshoring,HON,Honeywell International Inc.,211.79,-0.37,1.32,-2.18,-11.98,-10.68,3.25
Reshoring,ROK,"Rockwell Automation, Inc.",432.93,0.01,2.23,-0.21,-8.85,23.22,10.44
Water,AWK,"American Water Works Company, Inc.",131.53,-1.15,-4.76,-5.37,0.18,-4.49,1.0
Water,WTRG,"Essential Utilities, Inc.",39.74,-1.1,-3.96,-3.29,3.87,-2.6,3.92
Water,XYL,Xylem Inc.,102.66,-5.5,-6.03,-10.85,-12.53,-13.67,-24.68
Water,ECL,Ecolab Inc.,275.37,-0.49,-0.58,-4.05,-1.76,4.54,5.42
Water,PNR,Pentair plc.,53.03,-4.02,-7.71,-17.01,-30.68,-37.62,-49.12
Water,VLTO,Veralto Corp,96.2,0.33,0.03,-2.94,8.52,11.54,-3.04
Water,FELE,"Franklin Electric Co., Inc.",96.84,0.56,-0.79,-6.88,-11.06,5.86,1.37
Water,AWR,American States Water Company,82.5,-0.89,-5.65,-9.53,1.33,9.37,14.0
Water,WMS,"Advanced Drainage Systems, Inc.",128.84,-0.69,-0.25,-9.72,-16.32,-3.63,-11.17
Waste,WM,"Waste Management, Inc.",207.96,0.04,-2.99,-7.66,-7.48,-8.55,-5.19
Waste,RSG,"Republic Services, Inc.",212.72,-0.18,-3.62,-4.0,-1.77,-2.11,1.03
Waste,WCN,"Waste Connections, Inc.",155.93,0.33,-1.26,-7.27,-7.19,-1.07,-10.84
Waste,CLH,"Clean Harbors, Inc.",316.07,0.93,-1.52,0.54,5.36,12.1,34.97
Waste,CWST,"Casella Waste Systems, Inc.",83.83,-1.14,-7.99,-11.29,-10.0,10.23,-14.41
Waste,GFL,"GFL Environmental Inc. Subordinate voting shares, no par value",41.79,-0.26,-5.13,0.7,9.25,5.03,-2.99
Railroads,UNP,Union Pacific Corporation,274.07,-0.53,-3.41,-11.01,1.68,14.86,18.47
Railroads,CSX,CSX Corporation,46.95,-0.51,-3.4,-8.69,-1.78,19.51,29.0
Railroads,NSC,Norfolk Southern Corporation,313.17,-0.58,-1.78,-11.14,0.26,11.4,8.4
Railroads,CP,Canadian Pacific Kansas City Limited,87.32,-1.09,-0.96,-7.81,0.37,11.12,18.27
Railroads,CNI,Canadian National Railway Company,119.92,0.36,-0.73,-5.88,-0.62,18.47,21.23
Railroads,WAB,Westinghouse Air Brake Technologies Corporation,290.23,-0.68,3.15,-3.68,3.37,19.21,35.86
Railroads,GBX,"Greenbrier Companies, Inc. (The)",42.68,-0.84,-0.74,-7.58,-14.19,-17.27,-8.47
Railroads,TRN,"Trinity Industries, Inc.",27.84,-0.75,-3.0,-7.14,-23.14,-11.0,5.22
Trucking,ODFL,"Old Dominion Freight Line, Inc.",174.93,-1.57,-1.28,-13.9,-19.64,-5.92,10.89
Trucking,SAIA,"Saia, Inc.",333.22,-3.09,-5.51,-5.94,-22.76,0.45,1.9
Trucking,XPO,"XPO, Inc.",176.12,-2.11,-1.29,-9.5,-12.87,-6.58,29.95
Trucking,JBHT,"J.B. Hunt Transport Services, Inc.",229.15,-2.34,-3.96,-12.37,-16.69,12.17,17.85
Trucking,KNX,Knight-Swift Transportation Holdings Inc.,65.5,-2.49,-2.02,-6.56,-14.57,17.85,25.02
Trucking,ARCB,ArcBest Corporation,127.35,-2.85,-3.59,-6.29,-15.11,36.6,71.52
Trucking,TFII,TFI International Inc.,121.77,-2.55,-4.97,-10.29,-16.03,16.88,16.85
Trucking,WERN,"Werner Enterprises, Inc.",33.48,-2.7,-7.84,-12.72,-20.27,17.72,11.56
Steel,NUE,Nucor Corporation,247.96,0.4,-6.16,0.78,1.15,49.85,50.12
Steel,STLD,"Steel Dynamics, Inc.",235.2,0.39,-2.99,1.93,-4.15,35.7,37.04
Steel,CLF,Cleveland-Cliffs Inc.,12.5,-2.87,0.0,10.42,19.96,45.86,-7.48
Steel,RS,"Reliance, Inc.",385.77,0.3,-3.37,0.46,-4.39,28.83,32.64
Steel,CMC,Commercial Metals Company,64.22,-0.68,-4.31,-2.1,-12.06,9.67,-8.39
Steel,MT,Arcelor Mittal NY Registry Shares NEW,71.3,-0.86,-5.27,-2.46,18.91,42.97,53.07
Steel,GGB,Gerdau S.A.,4.79,-1.84,-4.77,11.4,16.26,38.44,27.73
